Full Address,Latitude,Longitude,Transaction Type,Sold Price,Sold Date,Property Type,PhotoURL
"4223 Scenic View Drive, OH 43065",40.213349,-83.116908,Buyer,"325,000",09/01/2023,Residential
"6150 Rackley Way, Columbus, OH 43081",40.103665,-82.852286,Buyer,"390,000",09/08/2023,Residential
"7521 Liberton Place, Columbus, OH 43085",40.117633,-82.993105,Seller/Listing,"345,000",09/12/2023,Residential
"4296 Mcnamara Place, OH 43035",40.223134,-83.005968,Buyer,"610,000",09/19/2023,Residential
"116 Thevintree Drive, Columbus, OH 43119",39.953260,-83.155401,Seller/Listing,"356,600",09/20/2023,Residential
"550 E Kelso Road, Columbus, OH 43202",40.021108,-82.997793,Seller/Listing,"285,000",09/22/2023,Residential
"13460 Watson Road, OH 43050",40.300226,-82.514516,Buyer,"550,000",09/27/2023,Residential
"6190 Nichols Lane, OH 43031",40.143476,-82.651914,Buyer,"415,000",09/29/2023,Residential
"288 S Warren Avenue, Columbus, OH 43204",39.949169,-83.071137,Buyer,"217,500",10/04/2023,Residential
"9782 Lynns Road, OH 43062",39.952074,-82.695802,Buyer,"276,500",10/11/2023,Residential
"336 Karst Circle, South Bloomfield, OH 43103",39.718549,-82.998088,Buyer,"357,900",10/13/2023,Residential
"874 Bellefontaine Avenue, Marion, OH 43302",40.573305,-83.145104,Seller/Listing,"148,000",10/20/2023,Residential
"580 Gilbert Street, Columbus, OH 43205",39.952862,-82.973663,Buyer,"289,900",10/20/2023,Residential
"6494 Larch Court, Reynoldsburg, OH 43068",39.941146,-82.821531,Seller/Listing,"110,000",10/23/2023,Residential
"8121 Crossgate Court N, Dublin, OH 43017",40.134567,-83.139956,Seller/Listing,"1,024,650",11/03/2023,Residential
"7331 Holderman Street, OH 43035",40.176484,-83.003092,Seller/Listing,"418,000",11/03/2023,Residential
"8633 Gavinton Court, Dublin, OH 43017",40.142017,-83.149861,Buyer,"1,550,000",11/03/2023,Residential
"3857 Glenfield Road, OH 43232",39.899074,-82.865022,Buyer,"206,000",11/14/2023,Residential
"1210 Westphal Avenue, Columbus, OH 43227",39.949434,-82.882761,Buyer,"268,500",11/17/2023,Residential
"3494 Manchester Drive, OH 43065",40.142648,-83.079985,Seller/Listing,"450,000",11/27/2023,Residential
"24 Pleasant Avenue, Westerville, OH 43081",40.126380,-82.918284,Buyer,"300,000",11/29/2023,Residential
"471 Westport Drive, Groveport, OH 43125",39.849263,-82.899980,Buyer,"235,000",11/30/2023,Residential
"5285 Highpointe Lakes Drive 3105, Columbus, OH 43081",40.086334,-82.875537,Seller/Listing,"530,000",12/15/2023,Residential
"2819 Kelley Court, Columbus, OH 43068",39.925339,-82.823900,Buyer,"200,000",12/19/2023,Residential
"407 Greenland Pass Drive, Delaware, OH 43015",40.318709,-83.096313,Buyer,"419,900",12/21/2023,Residential
"2021 Belangee Drive, OH 43004",40.023054,-82.800717,Buyer,"449,900",01/26/2024,Residential
"463 Cherry Road, Gahanna, OH 43230",40.015884,-82.895124,Seller/Listing,"415,000",01/26/2024,Residential
"448 Park Vista Drive, Delaware, OH 43015",40.296168,-83.084832,Buyer,"424,900",01/26/2024,Residential
"3348 Shattuck Avenue, Columbus, OH 43221",40.027343,-83.042085,Buyer,"365,000",01/29/2024,Residential
"2665 Lancaster Kirkersville Road NW, OH 43130",39.763900,-82.617307,Buyer,"269,900",01/29/2024,Residential
"417 Equality Way, Columbus, OH 43119",39.960308,-83.158191,Seller/Listing,"230,000",02/09/2024,Residential
"938 Rarig Avenue, Columbus, OH 43219",39.990586,-82.923370,Buyer,"189,000",02/15/2024,Residential
"3820 Genessee Avenue, OH 43219",40.016872,-82.907594,Buyer,"465,000",02/20/2024,Residential
"2155 Elder Road NE, OH 43130",39.751001,-82.491356,Buyer,"180,000",02/23/2024,Residential
"7415 Blacks Road SW, OH 43062",39.998714,-82.625731,Buyer,"449,900",02/29/2024,Residential
"5310 Royal Arch Cascade Drive, Columbus, OH 43016",40.059852,-83.169256,Seller/Listing,"245,000",03/06/2024,Residential
"1062 Balmoral Drive, Delaware, OH 43015",40.248735,-83.024459,Buyer,"575,000",03/28/2024,Residential
"8155 Pacos Court, Columbus, OH 43065",40.123714,-83.067734,Buyer,"315,000",03/29/2024,Residential
"5672 Burntwood Way, Columbus, OH 43081",40.091327,-82.885416,Seller/Listing,"401,000",04/04/2024,Residential
"163 E Central Avenue, Delaware, OH 43015",40.301130,-83.059742,Buyer,"300,000",04/08/2024,Residential
"512 Foxtrail Circle W, Westerville, OH 43081",40.112536,-82.933726,Buyer,"220,000",04/12/2024,Residential
"465 Newlove Road, OH 45368",39.916231,-83.674776,Buyer,"568,000",05/06/2024,Residential
"3863 Park Street, Grove City, OH 43123",39.886333,-83.106080,Buyer,"441,375",05/17/2024,Residential
"5199 Redlands Drive, Columbus, OH 43026",40.012144,-83.149148,Seller/Listing,"290,000",05/17/2024,Residential
"6717 New Albany Road E, New Albany, OH 43054",40.103129,-82.800787,Seller/Listing,"599,995",06/04/2024,Residential
"8786 Winding Creek Way, OH 43147",39.918488,-82.750221,Buyer,"680,000",06/05/2024,Residential
"370 Chittenden Avenue, Columbus, OH 43201",39.995326,-82.997102,Buyer,"449,000",06/07/2024,Residential
"9281 Cliff Springs Trail, Columbus, OH 43240",40.154611,-82.971972,Buyer,"355,000",06/11/2024,Residential
"1821 Richmond Road, OH 43223",39.927977,-83.042629,Buyer,"195,000",06/11/2024,Residential
"5274 Cross River Falls Boulevard, Columbus, OH 43016",40.059063,-83.171757,Buyer,"292,000",06/11/2024,Residential
"6259 Buckman Street, OH 43035",40.186114,-82.979157,Seller/Listing,"695,000",06/12/2024,Residential
"891 Dark Star Avenue, Gahanna, OH 43230",40.042793,-82.847765,Buyer,"565,000",06/18/2024,Residential
"9785 Monteray Drive, OH 43064",40.154285,-83.242934,Seller/Listing,"505,000",06/21/2024,Residential
"2795 Saint Joseph Avenue, Columbus, OH 43204",39.934605,-83.071905,Seller/Listing,"199,900",07/18/2024,Residential
"5134 Phillips Run, Groveport, OH 43110",39.872651,-82.871040,Seller/Listing,"385,000",07/26/2024,Residential
"307 Rivers End Road, Gahanna, OH 43230",40.011463,-82.873404,Buyer,"339,900",07/26/2024,Residential
"5674 Isaac Road, Columbus, OH 43110",39.864412,-82.817023,Seller/Listing,"295,000",07/26/2024,Residential
"1649 Franklin Avenue, Columbus, OH 43205",39.961199,-82.955686,Buyer,"630,000",08/02/2024,Residential
"217 Tar Heel Drive, Delaware, OH 43015",40.312292,-83.105498,Seller/Listing,"404,000",08/05/2024,Residential
"565 Harding Lane, Delaware, OH 43015",40.316559,-83.086877,Buyer,"245,000",08/05/2024,Residential
"3766 E Genessee Avenue, OH 43219",40.016917,-82.908526,Buyer,"485,000",08/06/2024,Residential
"211 Talla Road S, Delaware, OH 43015",40.270412,-83.060508,Buyer,"440,000",08/09/2024,Residential
"819 Wiltshire Road, Columbus, OH 43204",39.937944,-83.075538,Buyer,"195,000",08/20/2024,Residential
"6531 Bowery Peak Lane, Columbus, OH 43081",40.113486,-82.86226,Buyer,"616,140",08/21/2024,Residential
"1602 Windsong Drive, Heath, OH 43056",40.010748,-82.464851,Buyer,"300,000",08/27/2024,Residential
"619 Palestine Road, OH 45157",39.008395,-84.304916,Seller/Listing,"420,000",08/30/2024,Residential
"7313 Oliver Winchester Drive, Columbus, OH 43110",39.873029,-82.810159,Buyer,"340,000",08/30/2024,Residential
"8163 Kingfisher Lane, OH 43147",39.905641,-82.739960,Buyer,"335,000",09/04/2024,Residential
"2671 Woodsedge Road, Columbus, OH 43224",40.041451,-82.943098,Seller/Listing,"266,000",09/09/2024,Residential
"11717 Brookwood Court, OH 43147",39.902231,-82.715851,Buyer,"425,000",09/10/2024,Residential
"2150 Sullivant Avenue, Columbus, OH 43223",39.946777,-83.056446,Buyer,"50,000",09/13/2024,Residential
"6208 4th Street, OH 43035",40.199154,-83.008360,Seller/Listing,"300,000",09/20/2024,Residential
"4044 Fitzpatrick Boulevard 131, Columbus, OH 43110",39.895210,-82.849532,Seller/Listing,"233,000",09/26/2024,Residential
"304 Faye Drive, Gahanna, OH 43230",40.016849,-82.871265,Seller/Listing,"312,000",09/26/2024,Residential
"477 Meadows Boulevard, Pickerington, OH 43147",39.890741,-82.751831,Seller/Listing,"280,000",10/07/2024,Residential
"895 Manor Lane D, Columbus, OH 43221",40.020762,-83.037021,Seller/Listing,"170,000",10/08/2024,Residential
"6305 Chetti Drive, Columbus, OH 43213",39.987126,-82.834410,Buyer,"329,900",10/11/2024,Residential
"8584 Copperview Drive, Columbus, OH 43016",40.131637,-83.087272,Seller/Listing,"475,000",10/11/2024,Residential
"320 Ben Curtis Drive, Ostrander, OH 43061",40.270257,-83.203695,Buyer,"570,000",10/15/2024,Residential
"3251 Royal Dornoch Circle, OH 43015",40.248010,-83.047095,Seller/Listing,"430,000",10/21/2024,Residential
"7623 Broadwyn Drive, Reynoldsburg, OH 43068",39.953875,-82.794009,Buyer,"275,000",10/29/2024,Residential
"2965 Pebble Drive, OH 43035",40.205633,-82.988902,Buyer,"695,000",10/29/2024,Residential
"216 S Terrace Avenue, Columbus, OH 43204",39.950751,-83.066335,Buyer,"142,000",11/01/2024,Residential
"265 Spelt Street Lot 10, Marysville, OH 43040",40.268494,-83.372298,Buyer,"581,190",11/01/2024,Residential
"306 Shadbush Drive, Columbus, OH 43004",39.991767,-82.782266,Seller/Listing,"195,000",11/01/2024,Residential
"8565 Smith Calhoun Road 218, Plain City, OH 43064 ",40.067598,-83.244756,Buyer,"67,500",11/11/2024,Residential
"97 Potters Shed Drive 9, Columbus, OH 43068",39.980531,-82.815042,Buyer,"280,000",11/12/2024,Residential
"813 Riva Ridge Boulevard, Gahanna, OH 43230",40.038075,-82.853996,Seller/Listing,"380,000",11/12/2024,Residential
"1021 Philadelphia Drive 12A, Columbus, OH 43081",40.132146,-82.989767,Seller/Listing,"259,000",12/11/2024,Residential
"8285 Annandale Lane, Columbus, OH 43235",40.132523,-83.018267,Seller/Listing,"265,000",12/13/2024,Residential
"202 W Selby Boulevard, Worthington, OH 43085",40.077630,-83.023779,Buyer,"495,000",12/20/2024,Residential
"1009 W Central Avenue, Delaware, OH 43015",40.307235,-83.096829,Buyer,"418,500",01/02/2025,Residential
"1203 Deer Path Court, Grove City, OH 43123",39.827220,-83.039046,Seller/Listing,"320,000",01/06/2025,Residential
"6972 Andrew Hill Place, Columbus, OH 43235",40.106993,-83.038609,Seller/Listing,"680,000",01/24/2025,Residential
"7947 Harvestmoon Drive S, Reynoldsburg, OH 43068",39.941308,-82.782714,Buyer,"235,000",01/27/2025,Residential
"66 Minnick Court, Johnstown, OH 43031",40.148645,-82.677431,Buyer,"505,000",02/14/2025,Residential
"278 Crestview Road, Columbus, OH 43202",40.022227,-83.005419,Buyer,"470,000",02/18/2025,Residential
"5710 Pittsford Drive, Columbus, OH 43081",40.096692,-82.857598,Buyer,"278,000",03/03/2025,Residential
"6150 Rackley Way, Columbus, OH 43081",40.103665,-82.852286,Seller/Listing,"410,000",03/03/2025,Residential
"1543 Clifton Avenue, Columbus, OH 43203",39.971217,-82.960521,Seller/Listing,"201,000",03/19/2025,Residential
"2765 Royal Dornoch Circle, OH 43015",40.253022,-83.044045,Seller/Listing,"391,000",03/28/2025,Residential
"1601 Longhill Drive, OH 43015",40.261055,-83.009693,Buyer,"476,890",03/31/2025,Residential
"328 Beech Street, Green Camp, OH 43322",40.530429,-83.209888,Buyer,"297,000",04/04/2025,Residential
"538 S Otterbein Avenue 2D, Westerville, OH 43081",40.111710,-82.921924,Buyer,"175,000",04/11/2025,Residential
"5571 Viningbrook Drive, Columbus, OH 43016",40.066766,-83.153260,Seller/Listing,"295,000",04/18/2025,Residential
"128 Hamilton Avenue, Columbus, OH 43203",39.967135,-82.981621,Seller/Listing,"287,000",05/01/2025,Residential
"834 Doherty Road, Columbus, OH 43119",39.964949,-83.159864,Buyer,"359,900",05/05/2025,Residential
"555 Buena Park Drive, Delaware, OH 43015",40.246163,-83.036612,Seller/Listing,"580,000",05/06/2025,Residential
"7490 Twin Acorn Court, OH 43035",40.168551,-82.982697,Seller/Listing,"542,400",05/09/2025,Residential
"617 Executive Boulevard, Delaware, OH 43015 ",40.317192,-83.082101,Buyer,"295,000",05/14/2025,Residential
"361 Constance Street, Lockbourne, OH 43137 ",39.860938,-82.994408,Buyer,"320,000",06/04/2025,Residential
"310 S Harris Avenue, Columbus, OH 43204",39.948536,-83.072233,Seller/Listing,"138,400",06/20/2025,Residential
"13682 Cobblestone Lane, OH 43147",39.933119,-82.746927,Buyer,"399,900",07/02/2025,Residential
"355 W 7th Avenue, Columbus, OH 43201",39.989445,-83.015832,Buyer,"710,000",07/03/2025,Residential
"1288 Horseshoe Road, OH 43015",40.315202,-83.051008,Seller/Listing,"320,000",07/14/2025,Residential
"4382 Holiday Lane, Bellefontaine, OH 43311 ",40.306851,-83.728768,Buyer,"435,000",07/16/2025,Residential
"1186 Elmore Avenue, Columbus, OH 43224 ",40.042734,-82.983608,Buyer,"222,000",07/28/2025,Residential
"211 Talla Road S, Delaware, OH 43015",40.270412,-83.060508,Seller/Listing,"445,000",07/28/2025,Residential
"1252 E 15th Avenue, Columbus, OH 43211 ",39.998472,-82.973655,Buyer,"177,777",07/30/2025,Residential
"528 E Church St, Urbana, OH 43078",40.109798,-83.743397,Buyer,"257,000",07/31/2025,Residential
"1006 Hardesty Place W, Columbus, OH 43204 ",39.934994,-83.060755,Buyer,"149,900",07/31/2025,Residential
"1079 Loring Road, Columbus, OH 43224 ",40.059816,-82.990993,Buyer,"295,000",07/31/2025,Residential
"11996 Ficus Field Way, Plain City, OH 43064 ",40.190900,-83.172962,Buyer,"569,900",08/12/2025,Residential
"6666 Sharon Woods Boulevard, Columbus, OH 43229",40.104847,-82.962940,Seller/Listing,"375,000",08/27/2025,Residential
"68 E Stanton Avenue, Columbus, OH 43214",40.074551,-83.016778,Buyer,"280,000",08/29/2025,Residential
"3615 Motts Place Court, Columbus, OH 43110",39.909679,-82.814307,Seller/Listing,"325,000",08/29/2025,Residential
"1596 Fox Chase Drive, Blacklick, OH 43004 ",40.017289,-82.804656,Buyer,"740,000",08/29/2025,Residential
"21 Lantern Chase Drive, Delaware, OH 43015 ",40.313615,-83.113977,Buyer,"399,000",09/05/2025,Residential
"370 Chittenden Avenue, Columbus, OH 43201",39.995326,-82.997102,Seller/Listing,"525,000",09/18/2025,Residential
"8138 Slate Ridge Boulevard, Reynoldsburg, OH 43068 ",39.944391,-82.778677,Buyer,"499,900",09/19/2025,Residential
"1778 Sotherby Crossing, OH 43035",40.193676,-83.005718,Seller/Listing,"552,000",09/22/2025,Residential
"8600 Copperview Drive, Columbus, OH 43016",40.131811,-83.087263,Seller/Listing,"430,000",09/24/2025,Residential
"1490 Stewart Place, OH 43004",40.011705,-82.825888,Seller/Listing,"660,000",10/16/2025,Residential
"2165 Horseshoe Road, Delaware, OH 43015",40.325638,-83.045154,Seller/Listing,"515,000",10/20/2025,Residential
"4590 E Johnstown Road, OH 43230",40.050647,-82.850657,Seller/Listing,"420,000",10/23/2025,Residential
"294 Eastwood Avenue, Delaware, OH 43015",40.315094,-83.088758,Buyer,"275,000",10/24/2025,Residential
"3600 Whirla Way, Grove City, OH 43123 ",39.865758,-83.100146,Buyer,"564,000",10/30/2025,Residential
"5212 Dry Creek Drive, Columbus, OH 43016",40.058766,-83.161939,Seller/Listing,"410,000",11/03/2025,Residential
"299 Lazelle Place Lane, Columbus, OH 43035",40.138891,-83.009029,Seller/Listing,"362,000",11/05/2025,Residential
"1659 Tremont Road, Upper Arlington, OH 43212",39.993872,-83.052190,Seller/Listing,"709,900",11/17/2025,Residential
"4143 Hickory Rock Drive, Powell, OH 43065",40.194933,-83.109207,Buyer,"720,000",11/19/2025,Residential
"2103 Chicory Court, OH 43035",40.178216,-82.995321,Seller/Listing,"500,000",11/25/2025,Residential
"4525 Norton Road, OH 43066",40.431307,-83.149931,Buyer,"350,000",11/26/2025,Residential
"1190 Hyatts Road, Delaware, OH 43015 ",40.214900,-83.056452,Buyer,"440,500",11/26/2025,Residential
"1382 Elmore Avenue, Columbus, OH 43224",40.042511,-82.978226,Buyer,"182,800",12/02/2025,Residential
"3260 Clark Shaw Road, OH 43065",40.228442,-83.104687,Seller/Listing,"450,000",12/03/2025,Residential
"507 Curry Drive, Pataskala, OH 43062",39.986951,-82.739126,Seller/Listing,"349,900",12/09/2025,Residential
"2251 Tucker Trail, Lewis Center, OH 43035 ",40.160101,-82.982249,Buyer,"558,000",12/9/2025,Residential
"220 Woodland Sky Drive, Pataskala, OH 43062",39.987271,-82.738551,Seller/Listing,"329,900",12/18/2025,Residential
"2736 Bellero Way 94, Columbus, OH 43219",40.009094,-82.936730,Seller/Listing,"232,000",12/30/2025,Residential
"2248 Worthingwoods Boulevard, Columbus, OH 43065",40.137706,-83.077439,Seller/Listing,"368,500",01/09/2026,Residential
"5556 Stockton Way, Dublin, OH 43016",40.078973,-83.162182,Seller/Listing,"571,000",01/09/2026,Residential
"5550 Westerville Crossing Drive, Columbus, OH 43081",40.086498,-82.923827,Seller/Listing,"372,900",01/12/2026,Residential
"6626 Red Fox Road, Reynoldsburg, OH 43068",39.963982,-82.822034,Buyer,"239,600",01/14/2026,Residential
"123 Helen Court, Delaware, OH 43015 ",40.299079,-83.106574,Buyer,"265,000",01/26/2026,Residential
"2828 Kensington Place W, Columbus, OH 43202",40.021276,-83.000420,Seller/Listing,"470,000",02/05/2026,Residential
"2718 Proclamation Way, Columbus, OH 43207 ",39.895493,-82.927474,Buyer,207400,02/06/2026,Residential
"96 Aspen Lane SW, Pataskala, OH 43062",39.986876,-82.673777,Buyer,362000,02/13/2026,Residential
"131 Dillmont Drive, Columbus, OH 43235",40.134105,-83.012527,Seller/Listing,2200,09/03/2025,Commercial
"270 S Glenwood Avenue, Columbus, OH 43223",39.953051,-83.029245,Buyer,265000,06/20/2024,Commercial
10400 Blacklick Eastern Road NW,39.929405,-82.781664,Buyer,2700000,05/30/2025,Commercial
"909 Lewis Center Road, Lewis Center, OH 43035",40.199982,-83.017085,Buyer,425000,05/26/2023,Commercial
"1520 Lewis Center Road, Lewis Center, OH 43035",40.199217,-83.009530,Buyer,450000,03/18/2022,Commercial
"1273-1275 E 18th Avenue, Columbus, OH 43211",40.001176,-82.973382,Buyer,120000,12/31/2025,Multi-Family
"1328-1330 S Champion Avenue, Columbus, OH 43206",39.937780,-82.970908,Buyer,479900,03/03/2025,Multi-Family
"1219-1221 Langland Drive, Columbus, OH 43220",40.062055,-83.051467,Buyer,550000,10/03/2022,Multi-Family
"691-693 S Terrace Avenue, Columbus, OH 43204",39.940884,-83.064790,Buyer,222400,11/28/2022,Multi-Family
"218 S 3rd Street, Cardington, OH 43315",40.496112,-82.901705,Buyer,55000,02/13/2025,Land
"6103 Quick Lane, Centerburg, OH 43011",40.25413012,-82.60645773,Buyer,79500,03/03/2022,Land
"0 Hills Miller Road, Delaware, OH 43015",40.339455,-83.129148,Seller/Listing,350000,09/19/2025,Land
"3626 N Old State Road, Delaware, OH 43015",40.325292,-82.957722,Buyer,156250,12/29/2023,Land
"0 Walker Road, Hilliard, OH 43026",40.013145,-83.21849,Buyer,134028,09/07/2022,Land
"7326 State Route 19 221-222, Mount Gilead, OH 43338",40.620048,-82.772386,Seller/Listing,14000,11/20/2025,Land
"7326 State Route 19 223-224, Mount Gilead, OH 43338",40.621421,-82.767013,Seller/Listing,13000,11/25/2025,Land
"7326 State Route 19 221-224, Mount Gilead, OH 43338",40.620245,-82.770744,Buyer,33000,11/12/2024,Land
"0 Township Rd 59, Mount Gilead, OH 43338",40.625165,-82.831798,Buyer,82500,06/07/2022,Land
"0 Russell Road, Ostrander, OH 43061",40.25672,-83.179578,Buyer,159152,03/11/2022,Land
"0 S Riverside Drive, Powell, OH 43065",40.134531,-83.113877,Buyer,205000,03/09/2022,Land
"5177 Carters Corner Road, Sunbury, OH 43074",40.32185,-82.885062,Seller/Listing,210000,03/28/2023,Land
"6233 Tussic Street Road, Westerville, OH 43082",40.158761,-82.899843,Buyer,195000,03/21/2022,Land




